tenure_months,monthly_charges,total_tickets,contract_type,payment_method,churn
48,35.37,2,two-year,electronic_check,0
56,106.3,1,month-to-month,credit_card,0
49,46.6,1,one-year,bank_transfer,0
13,79.08,0,one-year,bank_transfer,1
61,70.58,0,month-to-month,credit_card,0
49,21.8,2,two-year,bank_transfer,0
46,113.28,3,one-year,credit_card,1
62,27.83,1,month-to-month,credit_card,0
8,88.82,1,month-to-month,bank_transfer,1
43,98.5,0,month-to-month,credit_card,1
20,99.53,0,one-year,electronic_check,1
39,33.55,2,one-year,credit_card,1
49,64.76,0,one-year,electronic_check,0
64,102.94,0,one-year,credit_card,0
62,50.27,1,month-to-month,bank_transfer,0
54,66.77,1,month-to-month,credit_card,0
9,47.28,0,two-year,credit_card,0
37,66.36,0,two-year,bank_transfer,1
49,108.78,4,month-to-month,bank_transfer,1
41,65.51,0,one-year,credit_card,0
17,75.59,2,month-to-month,electronic_check,1
21,60.4,1,month-to-month,electronic_check,0
51,66.01,1,one-year,bank_transfer,0
59,21.52,1,month-to-month,bank_transfer,1
39,48.37,2,month-to-month,electronic_check,1
55,63.66,1,one-year,electronic_check,1
41,83.38,2,two-year,electronic_check,1
39,65.01,2,two-year,electronic_check,0
13,53.78,1,one-year,electronic_check,1
64,58.81,0,month-to-month,electronic_check,0
11,44.23,2,month-to-month,electronic_check,1
19,112.45,0,one-year,bank_transfer,1
11,72.17,3,two-year,electronic_check,1
46,21.34,5,two-year,credit_card,0
45,21.94,1,one-year,bank_transfer,0
1,117.3,1,month-to-month,electronic_check,1
40,42.15,0,month-to-month,electronic_check,0
19,100.56,0,month-to-month,credit_card,1
61,25.83,2,two-year,electronic_check,1
12,112.12,2,month-to-month,credit_card,1
61,107.44,1,month-to-month,bank_transfer,0
33,77.11,1,month-to-month,bank_transfer,0
45,20.9,1,one-year,credit_card,0
69,45.78,1,one-year,bank_transfer,0
8,60.68,2,one-year,credit_card,1
25,66.01,3,one-year,credit_card,1
46,49.77,1,one-year,credit_card,0
30,23.29,1,month-to-month,credit_card,0
47,79.01,5,month-to-month,electronic_check,1
49,72.42,1,two-year,electronic_check,0
47,48.3,0,month-to-month,electronic_check,0
18,23.8,1,month-to-month,credit_card,1
66,119.46,1,month-to-month,electronic_check,1
68,68.2,1,month-to-month,electronic_check,1
33,95.6,1,month-to-month,credit_card,1
36,65.23,4,one-year,electronic_check,1
19,24.32,1,two-year,bank_transfer,0
28,50.96,0,one-year,credit_card,0
40,52.01,3,month-to-month,bank_transfer,0
15,103.84,3,one-year,bank_transfer,1
41,85.42,2,two-year,bank_transfer,0
39,47.54,1,two-year,bank_transfer,0
2,116.77,0,month-to-month,electronic_check,1
63,52.15,0,month-to-month,bank_transfer,0
29,119.82,2,two-year,electronic_check,1
66,119.62,2,one-year,bank_transfer,1
51,39.12,2,month-to-month,bank_transfer,0
10,51.27,0,month-to-month,electronic_check,1
14,68.6,3,one-year,bank_transfer,1
51,86.41,2,month-to-month,bank_transfer,1
39,72.8,4,month-to-month,electronic_check,1
28,116.94,2,month-to-month,electronic_check,1
3,92.4,0,month-to-month,credit_card,0
70,41.2,2,month-to-month,credit_card,0
27,30.51,0,month-to-month,bank_transfer,0
2,88.84,1,month-to-month,credit_card,1
38,35.85,3,month-to-month,bank_transfer,1
3,98.77,3,month-to-month,credit_card,1
16,51.1,2,month-to-month,electronic_check,1
40,52.69,2,month-to-month,credit_card,0
2,21.08,3,month-to-month,bank_transfer,1
41,90.1,1,month-to-month,bank_transfer,1
12,31.33,2,month-to-month,bank_transfer,1
35,97.29,1,month-to-month,electronic_check,1
65,69.19,0,two-year,credit_card,0
55,98.43,1,month-to-month,electronic_check,1
45,78.39,2,two-year,electronic_check,0
62,28.24,1,month-to-month,bank_transfer,0
49,96.57,0,two-year,electronic_check,0
25,26.98,2,month-to-month,electronic_check,1
23,67.87,1,one-year,credit_card,0
24,37.23,0,month-to-month,credit_card,0
38,95.23,0,two-year,bank_transfer,0
28,111.16,2,month-to-month,credit_card,1
21,75.41,2,two-year,credit_card,0
54,72.71,0,one-year,bank_transfer,0
18,96.4,2,one-year,credit_card,1
36,20.51,1,two-year,electronic_check,0
45,111.78,2,two-year,credit_card,0
53,39.74,1,one-year,electronic_check,0
30,118.41,0,month-to-month,credit_card,1
60,93.63,0,month-to-month,credit_card,1
32,97.43,2,month-to-month,bank_transfer,1
67,85.62,2,month-to-month,bank_transfer,0
67,67.17,1,month-to-month,credit_card,1
28,77.16,0,one-year,credit_card,0
44,24.64,5,two-year,electronic_check,0
41,82.4,0,month-to-month,credit_card,0
63,82.61,1,one-year,electronic_check,1
23,109.12,3,month-to-month,credit_card,1
48,70.57,0,two-year,electronic_check,0
32,27.71,2,month-to-month,electronic_check,0
57,50.62,0,one-year,electronic_check,0
33,85.56,2,two-year,bank_transfer,1
24,43.93,3,month-to-month,credit_card,1
39,48.05,1,one-year,electronic_check,0
34,102.05,2,two-year,credit_card,1
56,78.43,1,month-to-month,credit_card,0
28,70.85,1,two-year,credit_card,0
37,51.85,1,two-year,bank_transfer,0
7,93.09,2,month-to-month,bank_transfer,1
68,48.77,1,month-to-month,electronic_check,0
37,93.71,0,one-year,electronic_check,1
56,27.01,1,two-year,credit_card,0
65,106.45,3,month-to-month,electronic_check,1
65,69.96,1,one-year,credit_card,0
47,63.85,1,month-to-month,electronic_check,0
20,81.1,2,two-year,electronic_check,1
19,82.42,4,one-year,electronic_check,1
29,33.2,2,month-to-month,credit_card,1
60,95.62,5,one-year,bank_transfer,1
18,47.59,3,two-year,electronic_check,1
35,110.5,0,month-to-month,bank_transfer,1
43,101.79,2,one-year,credit_card,1
11,54.63,1,month-to-month,bank_transfer,1
49,100.77,2,one-year,electronic_check,0
38,55.64,0,one-year,electronic_check,0
64,30.09,1,month-to-month,credit_card,0
69,116.19,2,one-year,bank_transfer,0
8,85.26,3,one-year,credit_card,1
34,65.61,1,two-year,bank_transfer,0
48,59.78,0,month-to-month,electronic_check,1
56,52.47,3,month-to-month,bank_transfer,0
65,118.14,2,two-year,bank_transfer,1
31,33.47,0,two-year,electronic_check,0
4,51.48,3,month-to-month,credit_card,1
50,68.55,4,two-year,bank_transfer,0
69,67.8,4,one-year,bank_transfer,0
30,67.14,3,two-year,electronic_check,1
59,37.58,1,month-to-month,electronic_check,0
67,34.49,1,month-to-month,bank_transfer,0
45,45.48,1,month-to-month,bank_transfer,0
4,111.45,2,two-year,electronic_check,1
26,31.31,0,month-to-month,electronic_check,1
27,95.74,1,two-year,bank_transfer,0
46,95.75,0,one-year,credit_card,0
64,100.98,3,month-to-month,electronic_check,1
51,108.66,2,month-to-month,bank_transfer,1
50,46.3,1,one-year,electronic_check,1
6,42.46,0,one-year,bank_transfer,0
59,66.55,1,month-to-month,bank_transfer,0
15,46.51,2,two-year,electronic_check,1
30,93.43,2,one-year,bank_transfer,1
42,83.59,3,two-year,electronic_check,0
37,107.5,0,one-year,electronic_check,1
42,28.27,1,month-to-month,bank_transfer,0
35,111.51,1,one-year,bank_transfer,1
6,49.33,1,two-year,credit_card,0
68,69.07,3,month-to-month,electronic_check,1
18,63.86,0,two-year,credit_card,0
29,96.03,2,month-to-month,electronic_check,1
59,62.03,3,two-year,electronic_check,0
47,114.36,0,two-year,bank_transfer,1
17,110.25,2,one-year,bank_transfer,1
22,107.22,2,month-to-month,credit_card,1
68,27.13,2,one-year,bank_transfer,0
69,105.43,0,two-year,electronic_check,1
37,98.16,2,month-to-month,credit_card,1
49,30.35,3,one-year,electronic_check,0
13,30.74,2,one-year,electronic_check,1
34,30.12,0,month-to-month,bank_transfer,0
53,21.13,1,month-to-month,credit_card,0
51,74.86,1,month-to-month,credit_card,1
3,117.34,1,month-to-month,bank_transfer,1
42,63.87,2,two-year,credit_card,0
32,74.08,1,two-year,bank_transfer,0
51,116.8,1,month-to-month,credit_card,1
46,45.52,2,two-year,electronic_check,1
21,105.85,1,month-to-month,electronic_check,1
44,74.64,2,month-to-month,electronic_check,1
11,76.95,2,month-to-month,credit_card,1
68,54.32,0,two-year,credit_card,0
1,76.16,3,two-year,bank_transfer,1
63,27.31,2,one-year,electronic_check,0
24,96.46,1,month-to-month,electronic_check,1
13,48.47,2,month-to-month,credit_card,1
11,108.76,1,one-year,electronic_check,1
51,56.79,0,month-to-month,credit_card,0
17,34.28,1,month-to-month,electronic_check,0
24,89.59,2,one-year,bank_transfer,1
19,36.46,3,month-to-month,bank_transfer,1
37,95.37,3,month-to-month,credit_card,1
8,116.81,0,month-to-month,bank_transfer,1
28,97.96,1,one-year,bank_transfer,1
5,22.24,0,two-year,bank_transfer,0
17,79.99,2,month-to-month,credit_card,1
36,89.54,3,month-to-month,bank_transfer,1
19,102.55,4,month-to-month,electronic_check,1
64,25.6,1,month-to-month,bank_transfer,0
11,68.01,2,one-year,bank_transfer,0
54,73.54,0,month-to-month,credit_card,1
45,36.91,0,month-to-month,electronic_check,0
47,52.24,1,one-year,electronic_check,0
12,64.02,2,month-to-month,credit_card,1
21,103.32,2,two-year,credit_card,1
11,112.94,0,month-to-month,bank_transfer,1
5,82.84,2,month-to-month,electronic_check,1
56,59.49,0,month-to-month,electronic_check,0
20,45.4,0,month-to-month,electronic_check,1
41,118.21,2,two-year,bank_transfer,1
46,118.3,3,one-year,electronic_check,1
12,112.5,3,month-to-month,credit_card,1
70,98.57,0,one-year,electronic_check,0
17,52.58,1,two-year,bank_transfer,1
19,101.7,0,month-to-month,bank_transfer,1
26,60.88,3,month-to-month,bank_transfer,1
48,52.68,3,month-to-month,bank_transfer,1
52,94.49,0,two-year,bank_transfer,1
70,27.97,2,month-to-month,credit_card,0
55,24.86,1,month-to-month,credit_card,0
33,64.8,0,month-to-month,electronic_check,1
62,64.56,2,one-year,electronic_check,0
23,109.56,4,two-year,credit_card,1
15,32.62,1,month-to-month,bank_transfer,0
27,32.33,2,month-to-month,credit_card,1
64,34.75,0,two-year,bank_transfer,0
51,22.97,4,month-to-month,electronic_check,1
53,27.17,2,month-to-month,bank_transfer,1
51,85.99,1,one-year,bank_transfer,0
47,63.16,1,one-year,bank_transfer,0
4,96.36,1,month-to-month,credit_card,1
7,119.26,1,month-to-month,bank_transfer,1
35,85.9,0,one-year,electronic_check,0
48,25.05,1,one-year,credit_card,0
45,30.46,2,two-year,bank_transfer,0
19,108.1,4,two-year,bank_transfer,1
63,72.75,4,month-to-month,bank_transfer,1
38,102.48,2,two-year,bank_transfer,1
67,105.66,1,month-to-month,bank_transfer,1
59,112.77,1,two-year,bank_transfer,1
69,114.98,2,one-year,credit_card,1
13,75.48,2,one-year,electronic_check,1
47,54.1,1,one-year,bank_transfer,0
61,116.19,0,month-to-month,bank_transfer,1
31,74.74,3,month-to-month,electronic_check,1
22,26.43,1,month-to-month,credit_card,0
43,84.28,1,two-year,electronic_check,0
67,78.77,1,month-to-month,electronic_check,0
54,109.58,0,month-to-month,bank_transfer,1
10,85.32,1,two-year,electronic_check,1
42,54.91,2,month-to-month,credit_card,0
64,116.62,4,two-year,bank_transfer,1
21,100.16,0,month-to-month,electronic_check,1
66,83.04,0,month-to-month,credit_card,1
41,49.29,1,month-to-month,electronic_check,1
24,57.35,0,two-year,bank_transfer,0
35,87.0,1,month-to-month,credit_card,0
56,27.2,1,month-to-month,bank_transfer,0
30,45.67,0,one-year,credit_card,0
57,91.39,1,two-year,credit_card,0
47,68.0,1,month-to-month,credit_card,1
35,60.24,5,one-year,electronic_check,1
19,35.15,2,one-year,bank_transfer,0
8,64.18,2,one-year,credit_card,1
26,97.07,0,month-to-month,credit_card,1
71,46.4,0,month-to-month,credit_card,0
30,20.54,0,month-to-month,credit_card,1
7,86.85,1,one-year,credit_card,1
67,117.26,0,month-to-month,electronic_check,1
65,80.68,1,one-year,electronic_check,1
36,31.99,0,month-to-month,electronic_check,0
25,52.07,2,month-to-month,electronic_check,1
37,106.76,2,one-year,electronic_check,1
1,43.26,1,two-year,electronic_check,1
15,80.77,3,one-year,electronic_check,1
37,60.27,1,month-to-month,credit_card,1
13,40.78,0,month-to-month,electronic_check,0
8,101.34,1,one-year,electronic_check,1
5,94.28,0,month-to-month,credit_card,1
60,86.16,2,one-year,credit_card,0
1,43.63,1,month-to-month,electronic_check,1
36,29.79,1,two-year,electronic_check,0
35,77.62,3,two-year,electronic_check,1
66,75.37,4,month-to-month,electronic_check,1
63,38.84,2,one-year,electronic_check,0
23,25.62,1,month-to-month,bank_transfer,0
9,28.07,0,month-to-month,credit_card,1
34,119.28,2,month-to-month,bank_transfer,1
46,98.36,2,one-year,bank_transfer,0
4,112.2,1,month-to-month,electronic_check,1
30,39.51,2,two-year,bank_transfer,0
3,116.06,0,month-to-month,bank_transfer,1
14,34.27,4,month-to-month,bank_transfer,1
60,70.91,2,month-to-month,credit_card,0
45,102.97,2,one-year,electronic_check,1
34,54.98,4,month-to-month,credit_card,1
45,62.48,2,month-to-month,credit_card,1
61,32.82,4,month-to-month,electronic_check,1
16,32.29,1,month-to-month,electronic_check,1
66,81.96,3,month-to-month,electronic_check,0
40,87.55,1,month-to-month,bank_transfer,0
17,97.73,1,month-to-month,electronic_check,1
34,75.67,0,month-to-month,electronic_check,1
16,84.58,0,month-to-month,credit_card,1
60,21.35,0,one-year,electronic_check,0
66,36.22,2,month-to-month,electronic_check,0
66,118.49,0,month-to-month,credit_card,0
13,27.6,2,one-year,credit_card,1
56,87.88,2,one-year,electronic_check,1
31,37.61,2,two-year,electronic_check,0
34,91.67,3,month-to-month,credit_card,1
39,90.6,2,two-year,credit_card,1
67,43.42,3,one-year,credit_card,0
8,46.96,1,two-year,electronic_check,1
55,85.48,1,two-year,credit_card,1
27,59.01,3,month-to-month,bank_transfer,1
53,39.45,3,month-to-month,credit_card,0
39,93.17,1,one-year,bank_transfer,1
65,35.41,0,month-to-month,bank_transfer,0
17,105.56,1,two-year,electronic_check,1
30,71.47,3,month-to-month,electronic_check,1
53,30.57,0,two-year,bank_transfer,0
13,89.41,0,month-to-month,electronic_check,0
21,71.92,2,month-to-month,bank_transfer,0
19,49.81,3,two-year,electronic_check,1
53,62.25,2,month-to-month,credit_card,1
19,49.83,0,month-to-month,electronic_check,0
57,46.3,2,month-to-month,credit_card,1
25,36.36,3,two-year,credit_card,0
31,56.28,1,one-year,electronic_check,1
55,45.1,2,two-year,electronic_check,0
23,88.34,2,month-to-month,credit_card,1
32,88.39,0,month-to-month,electronic_check,1
62,70.18,1,month-to-month,electronic_check,0
10,97.79,2,month-to-month,electronic_check,1
54,104.13,0,month-to-month,bank_transfer,1
52,77.98,2,one-year,electronic_check,1
20,81.89,2,month-to-month,credit_card,1
32,48.29,1,month-to-month,credit_card,1
14,109.49,1,month-to-month,credit_card,1
50,22.42,3,month-to-month,electronic_check,1
28,54.86,0,month-to-month,credit_card,0
53,92.18,1,month-to-month,bank_transfer,1
24,28.01,1,month-to-month,credit_card,0
22,38.32,1,two-year,bank_transfer,0
30,78.93,1,month-to-month,electronic_check,1
63,76.0,1,two-year,credit_card,0
4,93.89,2,month-to-month,bank_transfer,1
59,101.26,2,one-year,credit_card,1
8,32.86,4,month-to-month,electronic_check,1
12,21.84,2,one-year,credit_card,0
31,88.96,2,month-to-month,electronic_check,1
34,50.14,1,month-to-month,electronic_check,1
49,82.6,3,two-year,bank_transfer,1
57,35.05,0,one-year,bank_transfer,0
26,66.9,0,month-to-month,credit_card,1
18,70.44,1,month-to-month,bank_transfer,1
38,78.51,3,month-to-month,electronic_check,1
50,71.32,1,one-year,bank_transfer,0
8,69.57,1,one-year,electronic_check,1
41,53.27,0,month-to-month,bank_transfer,1
6,27.12,2,month-to-month,electronic_check,1
69,28.95,1,month-to-month,electronic_check,0
44,63.38,1,month-to-month,credit_card,0
64,55.58,1,month-to-month,electronic_check,0
29,71.61,3,one-year,bank_transfer,1
28,50.48,3,one-year,electronic_check,0
11,88.79,1,month-to-month,electronic_check,1
65,106.4,2,two-year,bank_transfer,0
19,49.89,3,month-to-month,bank_transfer,1
9,39.3,3,one-year,bank_transfer,1
27,31.62,1,two-year,credit_card,0
34,81.63,1,month-to-month,credit_card,1
44,64.39,4,month-to-month,credit_card,0
68,38.8,4,month-to-month,bank_transfer,1
15,85.31,2,two-year,bank_transfer,1
51,34.85,1,month-to-month,bank_transfer,0
13,75.43,4,one-year,credit_card,1
49,72.71,1,month-to-month,bank_transfer,1
70,93.42,2,month-to-month,electronic_check,1
56,25.51,2,month-to-month,electronic_check,1
51,108.79,1,month-to-month,electronic_check,1
37,90.3,2,two-year,electronic_check,1
17,41.61,2,two-year,electronic_check,1
58,38.34,2,month-to-month,bank_transfer,0
29,63.17,1,month-to-month,electronic_check,1
33,101.76,1,month-to-month,bank_transfer,1
60,104.29,0,one-year,credit_card,1
55,72.05,2,month-to-month,electronic_check,1
10,106.08,3,one-year,electronic_check,1
47,20.54,4,month-to-month,electronic_check,0
23,23.52,0,one-year,bank_transfer,0
21,111.18,1,two-year,bank_transfer,1
13,97.53,1,month-to-month,bank_transfer,1
33,65.07,1,two-year,electronic_check,0
24,95.36,1,one-year,bank_transfer,1
11,115.56,2,one-year,credit_card,1
17,97.21,3,month-to-month,electronic_check,1
68,104.24,5,month-to-month,credit_card,0
47,96.06,4,two-year,bank_transfer,1
25,36.82,3,one-year,electronic_check,1
21,103.36,2,one-year,bank_transfer,1
12,39.51,1,one-year,electronic_check,1
37,109.26,1,month-to-month,electronic_check,1
42,65.86,1,two-year,electronic_check,0
17,87.7,2,month-to-month,electronic_check,1
48,69.72,0,two-year,electronic_check,0
28,29.4,2,month-to-month,credit_card,0
41,49.07,2,month-to-month,credit_card,1
47,118.37,2,month-to-month,bank_transfer,1
18,116.07,0,two-year,bank_transfer,1
71,52.05,0,two-year,credit_card,1
13,119.63,2,two-year,electronic_check,1
13,104.56,0,month-to-month,electronic_check,1
31,81.1,0,month-to-month,bank_transfer,1
2,24.01,1,one-year,bank_transfer,1
16,110.14,1,month-to-month,electronic_check,1
9,75.74,0,one-year,bank_transfer,1
38,106.85,0,one-year,electronic_check,0
54,103.44,3,month-to-month,bank_transfer,1
56,103.3,0,one-year,bank_transfer,1
45,89.82,2,two-year,credit_card,1
34,49.14,1,two-year,credit_card,0
9,53.62,0,one-year,bank_transfer,0
8,50.85,3,one-year,electronic_check,1
7,22.0,2,month-to-month,bank_transfer,1
36,78.26,3,month-to-month,electronic_check,1
18,89.88,3,month-to-month,credit_card,1
3,105.39,2,month-to-month,credit_card,1
28,34.02,1,month-to-month,bank_transfer,0
70,74.42,3,month-to-month,credit_card,1
44,20.8,2,two-year,bank_transfer,1
21,29.51,2,one-year,electronic_check,0
28,25.42,1,month-to-month,credit_card,0
54,92.55,3,month-to-month,bank_transfer,1
54,28.11,0,month-to-month,credit_card,0
65,91.65,1,month-to-month,electronic_check,1
21,44.96,1,month-to-month,credit_card,0
13,107.77,0,two-year,bank_transfer,1
57,101.31,1,one-year,credit_card,0
49,115.78,1,one-year,electronic_check,1
54,108.38,3,month-to-month,bank_transfer,1
10,113.33,1,month-to-month,credit_card,1
53,105.87,2,month-to-month,bank_transfer,1
44,89.34,2,one-year,electronic_check,1
47,37.03,1,one-year,bank_transfer,0
53,47.17,2,month-to-month,credit_card,1
46,41.27,1,two-year,credit_card,0
13,80.36,0,month-to-month,bank_transfer,1
37,70.36,0,month-to-month,credit_card,1
24,106.71,3,one-year,bank_transfer,1
2,115.27,2,month-to-month,credit_card,1
14,60.49,1,one-year,bank_transfer,0
10,70.64,4,month-to-month,electronic_check,1
35,117.15,0,month-to-month,electronic_check,1
25,47.62,2,month-to-month,electronic_check,1
3,99.24,2,month-to-month,bank_transfer,1
17,42.52,2,month-to-month,credit_card,1
12,88.15,2,one-year,credit_card,1
54,45.36,0,month-to-month,credit_card,1
24,108.37,0,month-to-month,electronic_check,1
29,76.15,0,one-year,bank_transfer,1
43,38.59,1,two-year,bank_transfer,0
25,42.44,2,one-year,electronic_check,0
60,69.38,0,two-year,bank_transfer,0
65,116.16,0,one-year,electronic_check,0
28,96.96,1,month-to-month,electronic_check,1
16,68.83,1,one-year,electronic_check,0
47,53.77,2,month-to-month,credit_card,1
58,74.93,0,month-to-month,bank_transfer,0
27,94.84,1,month-to-month,credit_card,1
53,98.39,0,month-to-month,bank_transfer,1
42,52.46,1,one-year,electronic_check,0
59,92.12,1,one-year,electronic_check,1
47,85.78,2,month-to-month,electronic_check,1
34,115.91,1,two-year,electronic_check,1
37,113.11,2,one-year,credit_card,1
6,98.94,1,month-to-month,bank_transfer,1
7,92.34,2,two-year,electronic_check,1
25,47.4,1,month-to-month,electronic_check,1
33,104.6,2,one-year,bank_transfer,1
55,62.75,2,month-to-month,bank_transfer,0
58,47.22,1,one-year,bank_transfer,0
7,58.42,0,two-year,electronic_check,1
57,103.59,0,month-to-month,bank_transfer,1
12,34.86,2,month-to-month,electronic_check,1
16,65.62,2,month-to-month,credit_card,1
43,69.24,1,month-to-month,electronic_check,1
7,23.66,1,one-year,electronic_check,0
51,39.57,0,month-to-month,bank_transfer,0
32,102.67,1,month-to-month,electronic_check,1
8,103.08,2,one-year,bank_transfer,1
45,49.24,0,month-to-month,electronic_check,0
59,107.49,1,two-year,electronic_check,0
4,97.18,2,month-to-month,credit_card,1
67,61.79,2,month-to-month,electronic_check,0
29,94.84,4,month-to-month,electronic_check,1
29,116.13,1,two-year,electronic_check,1
28,65.9,1,month-to-month,credit_card,1
44,43.84,0,month-to-month,bank_transfer,0
4,114.18,2,month-to-month,credit_card,1
9,80.37,1,one-year,credit_card,1
5,30.53,1,month-to-month,credit_card,0
56,77.27,0,one-year,bank_transfer,0
50,70.06,1,month-to-month,credit_card,0
15,105.56,0,month-to-month,bank_transfer,1
32,73.07,1,month-to-month,credit_card,1
28,45.52,0,month-to-month,credit_card,1
22,87.56,2,two-year,bank_transfer,1
17,74.26,0,month-to-month,electronic_check,1
59,43.3,3,one-year,bank_transfer,0
71,77.36,3,month-to-month,bank_transfer,0
57,102.15,1,two-year,bank_transfer,0
26,22.86,0,month-to-month,credit_card,0
25,83.09,1,two-year,bank_transfer,0
10,54.96,0,month-to-month,electronic_check,1
45,49.27,2,one-year,bank_transfer,1
11,59.26,1,month-to-month,credit_card,1
53,54.2,0,month-to-month,credit_card,1
68,103.22,1,month-to-month,bank_transfer,1
28,47.48,1,two-year,electronic_check,1
65,93.32,3,month-to-month,electronic_check,1
49,29.41,3,one-year,electronic_check,0
47,115.14,0,month-to-month,electronic_check,0
52,82.23,0,two-year,credit_card,0
54,90.67,0,one-year,electronic_check,1
60,49.8,2,month-to-month,electronic_check,1
57,61.21,1,month-to-month,credit_card,0
47,42.38,0,month-to-month,bank_transfer,0
31,113.25,2,month-to-month,electronic_check,1
46,68.81,3,month-to-month,bank_transfer,1
26,83.04,1,two-year,electronic_check,0
5,93.43,1,two-year,bank_transfer,1
52,57.11,1,month-to-month,credit_card,0
54,92.01,0,month-to-month,credit_card,1
33,87.6,2,month-to-month,electronic_check,1
50,90.57,3,month-to-month,electronic_check,1
38,68.92,2,month-to-month,bank_transfer,0
27,58.29,2,one-year,electronic_check,1
15,42.21,3,two-year,bank_transfer,1
61,102.46,0,month-to-month,electronic_check,1
21,80.84,1,month-to-month,bank_transfer,1
46,64.44,4,month-to-month,credit_card,1
69,114.4,1,two-year,credit_card,0
6,24.78,2,month-to-month,credit_card,1
38,105.02,2,one-year,electronic_check,1
62,119.76,1,two-year,bank_transfer,1
62,108.69,1,month-to-month,bank_transfer,1
46,101.04,1,one-year,credit_card,1
13,57.43,0,month-to-month,credit_card,0
3,43.13,1,two-year,credit_card,1
6,93.49,1,month-to-month,credit_card,1
8,50.46,2,two-year,bank_transfer,1
44,37.6,1,two-year,credit_card,0
33,98.65,3,one-year,credit_card,1
50,51.25,3,month-to-month,bank_transfer,1
11,111.44,2,one-year,credit_card,1
28,104.06,0,month-to-month,credit_card,1
70,104.76,1,month-to-month,bank_transfer,1
41,97.16,0,month-to-month,electronic_check,1
16,108.09,1,one-year,electronic_check,1
68,100.57,4,two-year,electronic_check,1
48,80.25,1,two-year,bank_transfer,0
56,49.58,0,one-year,bank_transfer,0
64,108.82,2,one-year,bank_transfer,1
59,104.06,1,two-year,bank_transfer,1
62,67.29,0,two-year,credit_card,0
11,23.91,1,month-to-month,electronic_check,1
18,83.85,3,month-to-month,credit_card,0
19,25.06,2,month-to-month,electronic_check,1
55,112.63,2,one-year,bank_transfer,1
26,116.16,1,one-year,bank_transfer,1
6,38.95,2,two-year,credit_card,0
4,87.64,3,two-year,bank_transfer,1
29,29.23,1,month-to-month,electronic_check,1
59,92.95,2,month-to-month,electronic_check,1
17,54.73,0,month-to-month,electronic_check,0
43,88.11,0,month-to-month,bank_transfer,1
66,57.29,0,month-to-month,bank_transfer,1
34,34.56,0,two-year,bank_transfer,0
8,60.61,0,month-to-month,credit_card,1
13,31.27,1,one-year,credit_card,0
8,77.69,2,month-to-month,bank_transfer,1
65,24.1,2,month-to-month,electronic_check,0
43,72.73,0,two-year,credit_card,0
39,108.64,0,one-year,bank_transfer,1
59,103.79,1,month-to-month,bank_transfer,1
44,108.28,1,two-year,bank_transfer,1
9,112.2,1,month-to-month,bank_transfer,1
37,30.45,1,one-year,credit_card,1
36,32.87,1,month-to-month,credit_card,1
28,75.7,2,one-year,credit_card,0
42,109.4,0,month-to-month,credit_card,1
43,117.43,1,one-year,credit_card,1
42,24.63,1,one-year,electronic_check,0
66,55.58,1,month-to-month,credit_card,0
55,41.29,0,two-year,electronic_check,0
48,95.6,3,month-to-month,credit_card,1
22,84.02,2,two-year,electronic_check,1
27,31.99,0,month-to-month,electronic_check,0
67,68.35,2,one-year,electronic_check,0
13,88.54,1,one-year,bank_transfer,0
45,97.9,1,month-to-month,bank_transfer,1
10,22.01,0,month-to-month,electronic_check,0
9,109.05,1,month-to-month,credit_card,1
54,76.93,3,two-year,credit_card,0
27,101.19,0,two-year,credit_card,1
34,100.79,2,month-to-month,credit_card,1
1,38.99,1,month-to-month,credit_card,1
32,31.02,1,one-year,credit_card,0
71,92.13,2,month-to-month,bank_transfer,0
67,35.64,2,two-year,bank_transfer,0
20,104.99,4,month-to-month,credit_card,1
35,92.62,3,month-to-month,electronic_check,1
17,104.18,2,one-year,electronic_check,1
18,49.9,1,month-to-month,credit_card,1
45,51.66,0,one-year,electronic_check,0
53,87.12,0,month-to-month,bank_transfer,0
68,23.14,1,month-to-month,electronic_check,0
65,92.65,3,one-year,credit_card,0
1,103.58,2,month-to-month,credit_card,1
58,61.52,1,month-to-month,electronic_check,1
26,96.49,0,two-year,electronic_check,1
20,37.46,0,two-year,electronic_check,1
10,52.23,3,two-year,bank_transfer,1
59,117.43,1,two-year,bank_transfer,1
41,118.63,0,month-to-month,bank_transfer,1
5,71.26,2,month-to-month,electronic_check,1
65,113.43,0,month-to-month,bank_transfer,1
17,72.27,0,two-year,electronic_check,1
22,49.16,1,one-year,bank_transfer,0
41,46.69,2,one-year,electronic_check,1
68,112.95,2,two-year,bank_transfer,1
69,37.24,2,one-year,electronic_check,0
11,77.96,1,month-to-month,electronic_check,0
56,75.55,1,month-to-month,electronic_check,1
51,93.96,0,month-to-month,bank_transfer,0
21,69.92,0,month-to-month,bank_transfer,1
26,47.23,0,month-to-month,credit_card,0
19,36.94,2,one-year,electronic_check,1
60,82.08,4,month-to-month,electronic_check,1
71,91.9,1,one-year,electronic_check,0
47,76.95,2,month-to-month,electronic_check,0
71,93.84,1,two-year,electronic_check,0
26,34.15,0,one-year,electronic_check,0
40,108.25,2,two-year,bank_transfer,1
5,78.24,1,month-to-month,bank_transfer,1
21,32.68,1,month-to-month,credit_card,1
4,66.19,0,month-to-month,electronic_check,1
23,104.48,0,month-to-month,bank_transfer,1
15,109.76,2,month-to-month,credit_card,1
